 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026,Oct 2026,Nov 2026,Dec 2026,Jan 2027,Feb 2027,Mar 2027,Apr 2027,May 2027,Jun 2027,Jul 2027,Aug 2027,Sep 2027,Oct 2027,Nov 2027,Dec 2027,Jan 2028,Feb 2028,Mar 2028,Apr 2028
 ,05.510,Photographic Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.511,Executive Architect/Engineer Reimbursable Costs,"2,000.00","2,000.00","2,000.00",0.00,"2,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,13.25
 ,05.512,Executive A/E Additional Services/Design Change Authorizations,"20,000.00",0.00,"20,000.00",0.00,"20,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,794.70,132.50
 ,05.513,Consulting IOR/Construction Inspection,"25,000.00",0.00,"25,000.00",0.00,"25,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,993.38,165.50
 ,05.514,Medical Center Operational CostslWork Requests,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.515,Medical Center Equipment Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.516,Medical Center Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.599,Other External Design Consultants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,06,Internal FD&C Recharge Services,"954,250.00","351,438.25","954,250.00","309,943.75","954,250.00","2,735.25",0.00,"4,113.75",314.00,"1,350.00","2,407.00",0.00,0.00,"2,790.00",0.00,"3,804.00","4,035.00","4,301.00",0.00,"4,793.00","3,000.00","1,819.25","2,288.50","3,026.00","4,151.75","2,896.50","2,671.50","1,619.50","3,339.50",661.75,948.00,648.00,486.00,"1,620.00",486.00,288.00,471.00,"3,714.00","2,268.00","3,664.00",810.00,"1,436.00","1,194.00","1,176.00",0.00,"4,603.50","5,457.75","6,853.00","3,724.50","10,999.25","10,202.50","18,869.25","10,319.75","11,114.75","16,618.25","17,236.50","15,072.00","29,173.50","21,698.50","26,709.00","25,965.50",0.00,"27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","27,197.79","18,757.09",0.00,(0.01)
 ,06.601,FD&C Project Administration,"36,500.00","15,774.00","36,500.00","15,478.50","36,500.00",855.00,0.00,209.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,627.00,209.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,626.00,0.00,660.00,0.00,0.00,520.00,520.00,0.00,0.00,780.00,"1,040.00",780.00,0.00,"1,436.00",882.00,"1,764.00","2,940.00",0.00,588.00,367.50,0.00,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,887.37,611.98,0.00,0.01
 ,06.602,FD&C Project Management,"630,000.00","199,451.00","630,000.00","183,041.00","630,000.00","1,019.00",0.00,"1,188.00",296.00,"1,242.00","2,011.00",0.00,0.00,"2,484.00",0.00,"3,588.00","3,174.00","3,588.00",0.00,"4,218.00","3,000.00","1,800.00","1,950.00","2,872.00","2,400.00","2,100.00","2,100.00","1,350.00","1,050.00",450.00,948.00,648.00,486.00,"1,620.00",486.00,162.00,324.00,"1,296.00","1,134.00","2,754.00",810.00,810.00,"1,194.00",516.00,0.00,"1,424.00","2,569.00","2,818.00","1,157.00","5,615.00","3,524.00","11,364.00","6,364.00","7,052.00","9,386.00","9,118.00","9,215.00","19,788.00","13,580.00","11,834.00","13,165.00",0.00,"18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","18,867.27","13,011.90",0.00,(0.11)
 ,06.603,FD&C Project Engineering/Mechanical/Electrical/Civil,"40,750.00","31,091.00","40,750.00","24,562.00","40,750.00",0.00,0.00,553.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,866.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,418.00","1,134.00",748.00,0.00,0.00,0.00,0.00,0.00,"2,512.00",344.00,"1,824.00","1,188.00",0.00,688.00,"1,376.00",0.00,0.00,0.00,0.00,0.00,388.00,291.00,"4,852.00","4,380.00",0.00,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,683.34,471.27,0.00,(0.09)
 ,06.604,FD&C Contracts Office,"62,000.00","37,613.50","62,000.00","36,878.50","62,000.00",861.25,0.00,"2,163.75",18.00,0.00,144.00,0.00,0.00,18.00,0.00,36.00,18.00,0.00,0.00,0.00,0.00,19.25,338.50,154.00,"1,135.75",346.50,346.50,269.50,423.50,211.75,0.00,0.00,0.00,0.00,0.00,126.00,147.00,0.00,0.00,162.00,0.00,0.00,0.00,0.00,0.00,534.00,801.00,378.25,712.00,"1,780.00","2,091.50","2,018.75","1,395.75","2,994.75","4,188.75","5,987.00","2,327.50","3,895.50",367.50,0.00,467.00,0.00,"1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44","1,060.44",731.34,0.00,0.04
 ,06.605,FD&C IOR/Construction Inspection,"100,000.00","35,450.00","100,000.00","21,355.00","100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,980.00","1,428.00",0.00,0.00,0.00,0.00,0.00,222.00,888.00,"4,324.00","6,887.00","5,626.00",0.00,"3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","3,319.80","2,289.52",0.00,0.08
 ,06.606,Capital Planning/Campus Budget Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.607,FD&C Project Specialist,"80,000.00","32,058.75","80,000.00","28,628.75","80,000.00",0.00,0.00,0.00,0.00,108.00,252.00,0.00,0.00,288.00,0.00,180.00,216.00,504.00,0.00,575.00,0.00,0.00,0.00,0.00,616.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.50,"1,223.75","1,312.75",667.50,"1,624.25","1,691.00","3,070.50","1,780.00","1,068.00","1,607.50","1,249.50","1,543.50","1,274.00","3,136.00","2,548.00","1,960.00",0.00,"2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","2,168.51","1,495.52",0.00,0.00
 ,06.608,FD&C Fiscal Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.609,Physcial/Community Planning Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.610,Auxiliary & Plant Services Offices,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.611,Environmental Health and Safety Office,"5,000.00",0.00,"5,000.00",0.00,"5,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,211.06,145.56,0.00,0.06
 ,06.612,UCSD Sustainablity Initiatives,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.699,Other UCSD Employee Recharge Services',0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,07,"Advertisement, Surveys, Soils Reports, Material Testing & Special Inspection, Reproduction Costs","204,000.00",0.00,"204,000.00",0.00,"204,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"19,959.44","16,477.52","13,751.93","11,658.32","10,076.33","8,903.38","8,047.75","7,435.47","7,004.22","6,706.46","6,503.88","6,369.00","6,280.28","6,223.25","6,187.29","6,164.69","6,151.14","6,142.75","6,138.05","6,135.09","6,133.64","6,132.59","6,132.24","6,131.83","6,131.84","1,021.62"
 ,07.701,Publishing and Advertising Costs,500.00,0.00,500.00,0.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,3.25
 ,07.702,Boundary and Topographic Surveys,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.703,"Soils, Geology, Foundation Recommendations, Hydrology","50,000.00",0.00,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,914.16","10,410.39","7,667.97","5,561.16","3,969.46","2,789.05","1,928.24","1,312.00",878.21,578.44,374.75,238.88,149.76,92.37,56.04,33.45,19.66,11.37,6.49,3.66,2.05,1.15,0.65,0.38,0.24,0.02
 ,07.704,Material & Workmanship Testing & Inspection,"100,000.00",0.00,"100,000.00",0.00,"100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51","3,973.51",662.25
 ,07.705,Air Balance Testing,"50,000.00",0.00,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,912.82","1,934.67","1,951.50","1,964.70","1,974.41","1,981.87","1,987.05","1,991.01","1,993.55","1,995.56","1,996.67","1,997.66","1,998.06","1,998.42","1,998.79","1,998.78","1,999.02","1,998.92","1,999.10","1,998.97","1,999.13","1,998.98","1,999.13","1,998.99","1,999.14",333.10
 ,07.706,Medical Gas Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.707,Construction Document Reproduction Costs,"2,000.00",0.00,"2,000.00",0.00,"2,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,79.47,13.25
 ,07.708,Postal/Courier Services,500.00,0.00,500.00,0.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,3.25
 ,07.709,"Meals, Travel & Entertainment Costs",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.799,"Other Surveys, Testing, or Reproduction Costs","1,000.00",0.00,"1,000.00",0.00,"1,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,39.74,6.50
