

 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026,Oct 2026,Nov 2026,Dec 2026,Jan 2027,Feb 2027,Mar 2027,Apr 2027,May 2027,Jun 2027,Jul 2027,Aug 2027,Sep 2027,Oct 2027,Nov 2027,Dec 2027,Jan 2028,Feb 2028,Mar 2028,Apr 2028,May 2028,Jun 2028,Jul 2028,Aug 2028
 ,08.803,"Environmental Review Costs, EIR Consultant & Related Costs","141,600.00","41,600.00","141,600.00","2,036.21","141,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,036.21","139,563.79",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.804,Coastal Commission Review,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.805,Air Pollution Control District/Air Quality Testing/Permit Fees,"5,000.00",0.00,"5,000.00",0.00,"5,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,714.29,714.29,714.29,714.29,714.29,714.29,714.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.03)
 ,08.806,Wind Tunnel Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.807,Value Engineering Sessions/Constructability and Peer Reviews,"150,000.00",0.00,"150,000.00",0.00,"150,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"21,428.57","21,428.57","21,428.57","21,428.57","21,428.57","21,428.57","21,428.57",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
 ,08.808,"Plan Check Fees including DSA, SFM, & EH&S Review Charges","150,568.00",568.00,"150,568.00",568.00,"150,568.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142.00,0.00,142.00,284.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,687.48","72,656.26","72,656.26",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.809,OSHPD Fees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.810,Environmental Mitigation Monitoring Services,"25,000.00",0.00,"25,000.00",0.00,"25,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.55,"1,969.00","1,969.00","1,969.00","1,969.00","1,969.00","1,969.00","1,969.00","1,969.00","1,969.00","1,969.00","1,969.00","1,969.00","1,181.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
 ,08.811,Hazardous Material Consultant,"10,000.00",0.00,"10,000.00",0.00,"10,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.42,789.67,789.67,789.67,789.67,789.67,789.67,789.67,789.67,789.67,789.67,789.67,789.67,447.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06
 ,08.812,Special Design Consultants (Other),"100,000.00",0.00,"100,000.00",0.00,"100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","2,755.27",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.07)
 ,08.813,Independent Seismic & Lateral Plan/Calc Review,"50,000.00",0.00,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,562.49","24,218.75","24,218.75",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
 ,08.814,Internal FD&C Special Recharge Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.815,Legal Fees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.816,"Interior Designer, Graphic Designer, Color Consultant","50,000.00",0.00,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,142.86","7,142.86","7,142.86","7,142.86","7,142.86","7,142.86","7,142.86",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.02)
 ,08.817,"Pre-Construction Services/CMAR or CMGC Delivery, Part 1",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.818,"Hazardous Materials Testing, Environmental Soils Sampling","3,000.00",0.00,"3,000.00",0.00,"3,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.85,473.80,473.75,472.85,465.47,430.76,338.39,198.61,78.22,19.23,2.82,0.24,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.819,Off-Site Environment Mitigation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.820,Parking Impact Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.821,"LEED Consulting Serv,, USGBC Fees, and Other Sustainability Consult,","150,000.00",0.00,"150,000.00",0.00,"150,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"21,428.57","21,428.57","21,428.57","21,428.57","21,428.57","21,428.57","21,428.57",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
 ,08.822,"Special Design Consult, (ADA, Acoustic, Lab, Light,, Roof,, Traffic)","150,000.00",0.00,"150,000.00",0.00,"150,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"21,428.57","21,428.57","21,428.57","21,428.57","21,428.57","21,428.57","21,428.57",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
 ,08.823,As-Built Building Survey/Documentation of Existing Conditions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.824,"Building Commissioning Costs, Fundamental and Enhanced","100,000.00",0.00,"100,000.00",0.00,"100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,411.86,"6,383.86","6,383.86","6,383.86","6,383.86","6,383.86","6,383.86","6,383.86","6,383.86","6,383.86","6,383.86","6,383.86","6,383.86","6,383.86","6,383.86","6,383.86","3,830.31",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.07)
 ,08.825,BIM Modeling/Building Models,"20,000.00",0.00,"20,000.00",0.00,"20,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,970.87,970.87,970.87,970.87,970.87,970.87,970.87,970.87,970.87,970.87,970.87,970.87,970.87,970.87,970.87,970.87,970.87,970.87,970.87,970.87,582.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08
 ,08.826,Art Work,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.827,Local Jurisdiction Fees/Potable & Reclaimed WaterlSewerlSDGE,"1,000.00",0.00,"1,000.00",0.00,"1,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.28,157.93,157.92,157.62,155.16,143.59,112.80,66.20,26.07,6.41,0.94,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.828,Other Campus Recharges,"25,000.00",0.00,"25,000.00",0.00,"25,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191.05,"1,974.19","1,974.19","1,974.19","1,974.19","1,974.19","1,974.19","1,974.19","1,974.19","1,974.19","1,974.19","1,974.19","1,974.19","1,118.71",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.04)
 ,08.899,Other Special Items,"100,000.00",0.00,"100,000.00",0.00,"100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","2,755.27",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.07)
,09,"Construction Contingency, Potential Unknown Factors","3,077,832.00",0.00,"3,077,832.00",0.00,"3,077,832.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"23,459.00","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","145,446.30",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.02)
 ,09.999,Project Contingency,"3,077,832.00",0.00,"3,077,832.00",0.00,"3,077,832.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"23,459.00","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","242,410.56","145,446.30",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.02)
 ,"Total 
Schedule Percent Complete", ,"68,000,000.00","406,071.50","68,038,820.00","337,167.21","65,000,000.00","516.00
0","602.00
0","2,144.50
0","21,497.00
0","964.00
0","302.50
0","916.50
0","2,100.00
0","2,899.00
0","58,938.50
0","32,817.50
0","33,428.50
0","42,640.50
0","93,572.16
0","37,123.67
0","3,243.67
0","3,461.21
0","837,713.41
24.38","195,156.54
27.15","196,699.91
29.79","203,714.54
32.56","236,233.73
35.43","410,288.37
38.07","617,933.79
40.84","902,674.55
43.60","2,117,929.36
46.25","2,904,238.56
49.14","3,741,096.60
51.78","4,466,115.98
54.30","4,981,073.64
57.19","5,287,615.07
59.96","5,446,267.11
62.60","5,517,275.68
65.37","5,542,757.59
68.14","5,549,500.89
71.49","5,550,621.82
74.26","5,550,793.52
76.90","3,368,566.97
79.67","117,074.52
82.57","117,074.52
85.21","117,074.52
87.85","117,074.52
90.75","117,074.52
93.26","117,074.52
96.16","117,074.52
98.92","117,074.52
100","101,969.00
100"
