

 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026,Oct 2026,Nov 2026,Dec 2026,Jan 2027,Feb 2027,Mar 2027
,07,"Advertisement, Surveys, Soils Reports, Material Testing & Special Inspection, Reproduction Costs","44,000.00","1,596.58","44,000.00","1,596.58","44,000.00",0.00,0.00,325.75,0.00,469.67,0.00,0.00,593.48,0.00,0.00,0.00,207.68,0.00,"1,383.27","1,383.27","1,383.27","3,270.06","7,043.65","7,043.65","7,043.65","7,043.65","6,808.87",0.00,0.00,0.00,0.08
 ,07.701,Publishing and Advertising Costs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.702,Boundary and Topographic Surveys,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.703,"Soils, Geology, Foundation Recommendations, Hydrology",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.704,Material & Workmanship Testing & Inspection,"30,000.00",0.00,"30,000.00",0.00,"30,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,886.79","5,660.38","5,660.38","5,660.38","5,660.38","5,471.70",0.00,0.00,0.00,(0.01)
 ,07.705,Air Balance Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.706,Medical Gas Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.707,Construction Document Reproduction Costs,"1,000.00",469.67,"1,000.00",469.67,"1,000.00",0.00,0.00,0.00,0.00,469.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.14,59.14,59.14,59.14,59.14,59.14,59.14,59.14,57.17,0.00,0.00,0.00,0.04
 ,07.708,Postal/Courier Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.709,"Meals, Travel & Entertainment Costs","3,000.00","1,126.91","3,000.00","1,126.91","3,000.00",0.00,0.00,325.75,0.00,0.00,0.00,0.00,593.48,0.00,0.00,0.00,207.68,0.00,208.89,208.89,208.89,208.89,208.89,208.89,208.89,208.89,201.93,0.00,0.00,0.00,0.04
 ,07.799,"Other Surveys, Testing, or Reproduction Costs","10,000.00",0.00,"10,000.00",0.00,"10,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,115.24","1,115.24","1,115.24","1,115.24","1,115.24","1,115.24","1,115.24","1,115.24","1,078.07",0.00,0.00,0.00,0.01
,08,Special Cost Items,"504,412.00","406,156.00","504,412.00","229,888.00","511,098.00",0.00,0.00,0.00,"20,952.00","55,940.00",0.00,0.00,0.00,"4,460.00",240.00,"97,003.00","1,846.00","49,447.00","43,232.67","46,636.27","51,741.67","39,298.77","21,973.73","21,681.29","19,911.79","18,718.44","18,015.46",0.00,0.00,0.00,(0.09)
 ,08.801,Loan Finance Charges/lnterest During Construction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.802,Detailed Project Program (DPP) & Predesign Study Costs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.803,"Environmental Review Costs, EIR Consultant & Related Costs",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.804,Coastal Commission Review,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.805,Air Pollution Control District/Air Quality Testing/Permit Fees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.806,Wind Tunnel Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.807,Value Engineering Sessions/Constructability and Peer Reviews,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.808,"Plan Check Fees including DSA, SFM, & EH&S Review Charges","20,000.00","4,544.00","20,000.00","2,982.00","20,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,710.00,0.00,0.00,"1,846.00",426.00,0.00,"3,403.60","8,509.00","5,105.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.809,OSHPD Fees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.810,Environmental Mitigation Monitoring Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.811,Hazardous Material Consultant,"20,000.00",0.00,"20,000.00",0.00,"20,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,257.86","3,773.59","3,773.59","3,773.59","3,773.59","3,647.80",0.00,0.00,0.00,(0.02)
 ,08.812,Special Design Consultants (Other),"40,000.00","37,200.00","40,000.00",0.00,"40,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,460.97","4,460.97","4,460.97","4,460.97","4,460.97","4,460.97","4,460.97","4,460.97","4,312.27",0.00,0.00,0.00,(0.03)
 ,08.813,Independent Seismic & Lateral Plan/Calc Review,"15,000.00","15,000.00","15,000.00","13,750.00","15,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,750.00",0.00,0.00,0.00,"10,000.00",347.22,347.22,347.22,208.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
 ,08.814,Internal FD&C Special Recharge Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.815,Legal Fees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.816,"Interior Designer, Graphic Designer, Color Consultant",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.817,"Pre-Construction Services/CMAR or CMGC Delivery, Part 1","228,616.00","228,616.00","228,616.00","129,338.00","228,616.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"97,003.00",0.00,"32,335.00","27,577.22","27,577.22","27,577.22","16,546.33",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
 ,08.818,"Hazardous Materials Testing, Environmental Soils Sampling","15,906.00","15,906.00","15,906.00","13,738.00","22,592.00",0.00,0.00,0.00,0.00,"7,052.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,686.00",0.00,0.00,0.00,"1,113.71","3,337.40","3,044.96","1,275.46",82.11,0.36,0.00,0.00,0.00,0.00
 ,08.819,Off-Site Environment Mitigation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.820,Parking Impact Charges,240.00,240.00,240.00,240.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.821,"LEED Consulting Serv,, USGBC Fees, and Other Sustainability Consult,","5,000.00",0.00,"5,000.00",0.00,"5,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,388.89","1,388.89","1,388.89",833.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.822,"Special Design Consult, (ADA, Acoustic, Lab, Light,, Roof,, Traffic)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.823,As-Built Building Survey/Documentation of Existing Conditions,"69,840.00","69,840.00","69,840.00","69,840.00","69,840.00",0.00,0.00,0.00,"20,952.00","48,888.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.824,"Building Commissioning Costs, Fundamental and Enhanced","34,810.00","34,810.00","34,810.00",0.00,"34,810.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,882.16","3,882.16","3,882.16","3,882.16","3,882.16","3,882.16","3,882.16","3,882.16","3,752.75",0.00,0.00,0.00,(0.03)
 ,08.825,BIM Modeling/Building Models,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.826,Art Work,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.827,Local Jurisdiction Fees/Potable & Reclaimed WaterlSewerlSDGE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.828,Other Campus Recharges,"5,000.00",0.00,"5,000.00",0.00,"5,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,314.47,943.40,943.40,943.40,943.40,911.95,0.00,0.00,0.00,(0.02)
 ,08.899,Other Special Items,"50,000.00",0.00,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,576.21","5,576.21","5,576.21","5,576.21","5,576.21","5,576.21","5,576.21","5,576.21","5,390.33",0.00,0.00,0.00,(0.01)
,09,"Construction Contingency, Potential Unknown Factors","865,000.00",0.00,"865,000.00",0.00,"865,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"54,402.48","163,207.56","163,207.56","163,207.56","163,207.56","157,767.30",0.00,0.00,0.00,(0.02)
 ,09.999,Project Contingency,"865,000.00",0.00,"865,000.00",0.00,"865,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"54,402.48","163,207.56","163,207.56","163,207.56","163,207.56","157,767.30",0.00,0.00,0.00,(0.02)
 ,"Total 
Schedule Percent Complete", ,"16,500,000.00","1,598,281.58","16,500,000.00","907,735.13","15,106,686.00","324.75
0","3,261.25
0","40,047.25
0","23,519.25
0","94,467.42
0","20,038.50
0","7,601.50
0","108,239.48
0","25,652.25
0","7,445.50
0","307,911.05
0","32,993.18
0","236,233.75
0","149,917.26
58.34","153,320.86
62.40","172,315.23
66.28","957,788.64
70.34","2,533,081.35
74.59","2,532,788.91
78.51","2,531,019.41
82.58","2,529,826.06
86.64","2,447,071.27
90.52","49,554.01
94.77","49,554.01
98.65","49,554.01
100","43,159.85
100"
