 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026,Oct 2026,Nov 2026,Dec 2026,Jan 2027,Feb 2027,Mar 2027,Apr 2027,May 2027,Jun 2027,Jul 2027,Aug 2027,Sep 2027,Oct 2027,Nov 2027,Dec 2027,Jan 2028,Feb 2028,Mar 2028,Apr 2028,May 2028,Jun 2028,Jul 2028,Aug 2028,Sep 2028,Oct 2028,Nov 2028,Dec 2028,Jan 2029,Feb 2029,Mar 2029,Apr 2029,May 2029,Jun 2029,Jul 2029,Aug 2029,Sep 2029,Oct 2029,Nov 2029,Dec 2029,Jan 2030,Feb 2030,Mar 2030,Apr 2030,May 2030,Jun 2030,Jul 2030,Aug 2030,Sep 2030,Oct 2030,Nov 2030,Dec 2030,Jan 2031,Feb 2031,Mar 2031,Apr 2031,May 2031,Jun 2031,Jul 2031,Aug 2031,Sep 2031,Oct 2031,Nov 2031,Dec 2031,Jan 2032,Feb 2032,Mar 2032,Apr 2032,May 2032,Jun 2032,Jul 2032,Aug 2032,Sep 2032,Oct 2032,Nov 2032,Dec 2032,Jan 2033,Feb 2033,Mar 2033,Apr 2033,May 2033,Jun 2033,Jul 2033,Aug 2033,Sep 2033
 ,04.404,Site Signage,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.405,"Prime General Contractor, Other Site Development Component",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.406,Other Site Development/Specialty Contractors NOT Under Prime,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.407,Environmental Site Mitigation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.408,Offsite Site DeveIopment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.499,Other Site Development,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,05,External Design Consultant Fees,"178,849,496.00","36,008,495.00","178,849,496.00","25,911,813.17","178,849,496.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,612.00","12,765.00","27,952.00",0.00,"10,709.00","10,369.00","13,092.00","11,714.00","12,128.00","12,917.00","10,000.00","7,995.00","463,635.97","433,456.04","1,176,012.61","9,250.00","1,460,133.92","29,660.40","841,778.25","1,409,132.43","583,805.79","557,736.86","3,586.00","1,462,891.76","968,666.83","1,001,896.43","2,246,792.04",0.00,"1,758,755.96","2,233.91",764.00,"3,645,862.63","3,806,382.00","1,971,667.83","1,932,458.51","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,695.98","1,749,335.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","1,748,712.29","757,774.94",0.00,0.00,0.68
 ,05.501,Executive Architect/Engineer,"143,745,889.00","34,525,890.00","143,745,889.00","24,837,889.00","143,745,889.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"437,545.00","363,237.50","888,957.50",0.00,"1,425,000.00",0.00,"827,368.00","1,388,527.00","561,500.00","545,371.00",0.00,"1,400,000.00","934,278.00","980,000.00","2,167,800.00",0.00,"1,716,460.00",0.00,0.00,"3,589,845.00","3,806,000.00","1,903,000.00","1,903,000.00","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","1,359,984.75","589,326.43",0.00,0.00,0.32
 ,05.502,Interior/Graphic Designer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.503,Special Foundation Design (non-geotechnical),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.504,Foundation Design Contingency,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.505,Geotechnical Design Contingency (Unforeseen Soil Conditions),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.506,Project Management Consultants,"2,052,900.00","46,898.00","2,052,900.00","41,836.50","2,052,900.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"24,360.00",0.00,"1,814.50","2,005.50","1,050.50","1,146.00",0.00,"2,101.00",382.00,"1,623.50","1,050.50","1,241.50",764.00,0.00,477.50,668.50,764.00,573.00,382.00,764.00,668.50,"23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","23,001.11","9,967.14",0.00,0.00,(0.21)
 ,05.507,Construction Management and/or Scheduling Consultants,"490,200.00","490,200.00","490,200.00","298,840.41","490,200.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,612.00","12,765.00","27,952.00",0.00,"10,709.00","10,369.00","13,092.00","11,714.00","12,128.00","12,917.00","10,000.00","7,995.00","9,902.00","5,858.00","23,505.00","4,175.00","4,562.00","11,049.00","3,406.00","3,002.00","2,396.00","2,194.00","3,204.00","2,800.00","3,105.00","2,687.00","52,546.00",0.00,"1,881.00","1,565.41",0.00,"5,000.00",0.00,0.00,"10,750.00","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63","2,188.63",948.41,0.00,0.00,0.37
 ,05.508,Building Code/Plan Review and Fire/Life Safety Consultant,"52,500.00","32,500.00","52,500.00","31,850.00","52,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"29,250.00",0.00,0.00,0.00,0.00,0.00,0.00,"2,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,484.36,306.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12
 ,05.509,Cost Estimating Consultants,"103,900.00","103,900.00","103,900.00","97,634.69","103,900.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"44,211.42","18,867.37","5,075.00","2,975.00","16,605.90",0.00,0.00,"8,525.00","1,375.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,31.05,0.00,0.00,(0.16)
 ,05.510,Photographic Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.511,Executive Architect/Engineer Reimbursable Costs,"8,225,000.00","630,000.00","8,225,000.00","445,943.84","8,225,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"16,188.97","20,149.12","53,588.63",0.00,"25,782.42",0.00,"9,953.75","16,457.43","7,879.39","4,095.86",0.00,"46,130.34","30,233.33","13,476.63","25,682.04",0.00,"39,937.46",0.00,0.00,"50,444.63",0.00,"67,903.83","18,040.01","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","88,971.29","38,554.20",0.00,0.00,(0.27)
