 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026,Oct 2026,Nov 2026,Dec 2026
 ,03.306,"House Cleaning, Sterile Clean",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,03.307,Electrical/Data Support for Systems Furniture,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,03.399,"Other Furnishings & Equipment, Owner Furnished Owner Installed",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,04,"Site Development, Outside Five Feet of Building Perimeter",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.401,"Prime General Contractor, Site Hardscape Component",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.402,"Prime General Contractor, Site Landscape Component",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.403,"Prime General Contractor, Site Lighting Component",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.404,Site Signage,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.405,"Prime General Contractor, Other Site Development Component",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.406,Other Site Development/Specialty Contractors NOT Under Prime,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.407,Environmental Site Mitigation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.408,Offsite Site DeveIopment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.499,Other Site Development,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,05,External Design Consultant Fees,"5,102,618.00","4,569,921.50","5,102,618.00","4,432,722.01","5,102,618.00",0.00,0.00,0.00,"63,577.03","30,574.11","38,697.00","203,692.50","205,306.00","89,345.36","142,331.75","65,229.50","34,665.00","39,784.00","84,321.00","11,737.50","104,743.50","99,289.25","102,762.00","42,055.50","166,730.75","188,585.50","13,508.00","182,961.25","64,446.25","119,910.00","153,642.00","77,983.25","193,596.00","93,528.00","109,450.00","62,936.00","66,445.00","68,485.75","112,358.00","66,266.50","56,060.00","93,566.37","58,126.00","80,424.25","47,523.50","84,461.00","72,775.50","78,522.00","108,657.25","156,280.75","42,257.00","77,146.00","107,030.50","81,904.64","76,706.00","89,178.00","19,695.00","3,465.00","669,895.99",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.501,Executive Architect/Engineer,"490,000.00","490,000.00","490,000.00","485,226.25","490,000.00",0.00,0.00,0.00,"63,577.03","12,049.11",0.00,"142,992.50","73,506.00","32,375.36","68,398.75","31,402.50",0.00,0.00,"37,625.00",0.00,0.00,0.00,0.00,"3,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"20,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,773.75",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.502,Interior/Graphic Designer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.503,Special Foundation Design (non-geotechnical),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.504,Foundation Design Contingency,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.505,Geotechnical Design Contingency (Unforeseen Soil Conditions),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.506,Project Management Consultants,"2,650,000.00","2,474,213.00","2,650,000.00","2,433,937.50","2,650,000.00",0.00,0.00,0.00,0.00,"18,525.00","22,697.00","31,980.00","32,175.00","9,945.00","73,933.00","30,887.00","34,665.00","39,784.00","46,696.00","11,737.50","82,743.50","51,167.00","38,547.00","13,237.50","83,878.50","95,148.50",0.00,"45,764.00",0.00,"96,675.00","63,572.00","43,457.00","56,845.00","57,938.00","53,600.00","55,761.00","57,005.00","1,535.00","104,008.00","57,369.00","53,935.00","57,332.00","53,296.00","47,078.00","47,523.50","65,216.00","58,920.50","71,034.50","70,881.00","139,714.50",0.00,"71,121.00","64,098.00","63,788.00","75,474.00","64,890.00","14,895.00","3,465.00","216,062.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.507,Construction Management and/or Scheduling Consultants,"1,082,555.00","782,555.00","1,082,555.00","730,580.00","1,082,555.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"92,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"22,000.00",0.00,"56,830.00","19,123.00","38,805.00","78,792.00","13,508.00","84,080.00","27,860.00","14,650.00","85,690.00",0.00,"29,390.00","35,590.00","5,700.00","5,775.00","8,940.00","8,610.00","8,350.00",0.00,"2,125.00","1,360.00","4,830.00","6,960.00",0.00,"16,445.00","11,955.00","6,770.00","5,600.00","13,610.00",0.00,"4,800.00","4,800.00","4,800.00","1,232.00","4,800.00","4,800.00",0.00,"351,975.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.508,Building Code/Plan Review and Fire/Life Safety Consultant,"497,583.00","480,673.50","497,583.00","480,673.50","497,583.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"48,122.25",0.00,0.00,"36,922.25",0.00,0.00,"47,497.25","8,951.25",0.00,0.00,0.00,"101,956.00",0.00,"25,000.00",0.00,0.00,"54,119.50",0.00,"8,052.50",0.00,"33,247.50",0.00,"24,667.50",0.00,0.00,0.00,0.00,"31,432.50",0.00,"31,564.50",0.00,"9,652.50",0.00,0.00,"19,488.00",0.00,0.00,"16,909.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.509,Cost Estimating Consultants,"85,000.00","85,000.00","85,000.00","85,000.00","85,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"16,720.00",0.00,"15,400.00",0.00,"2,940.00",0.00,0.00,0.00,0.00,0.00,0.00,"7,385.00",995.00,0.00,0.00,0.00,"5,620.00","23,635.00","3,725.00","4,380.00",0.00,0.00,0.00,"4,200.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.510,Photographic Services,"40,000.00",0.00,"40,000.00",0.00,"40,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"40,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.511,Executive Architect/Engineer Reimbursable Costs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.512,Executive A/E Additional Services/Design Change Authorizations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.513,Consulting IOR/Construction Inspection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.514,Medical Center Operational CostslWork Requests,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.515,Medical Center Equipment Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.516,Medical Center Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.599,Other External Design Consultants,"257,480.00","257,480.00","257,480.00","217,304.76","257,480.00",0.00,0.00,0.00,0.00,0.00,"16,000.00","12,000.00","7,625.00","31,625.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00","7,125.00","14,645.00",0.00,0.00,"4,000.00","4,860.00",0.00,"34,526.25","5,405.00",0.00,950.00,"1,400.00",500.00,"4,221.25",0.00,845.00,0.00,"1,626.87",0.00,"1,718.75",0.00,"2,800.00","1,900.00",717.50,743.75,"2,956.25","10,692.50","1,225.00","28,480.00","13,316.64",0.00,0.00,0.00,0.00,"40,175.24",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,06,Internal FD&C Recharge Services,"7,885,000.00","6,504,695.25","7,885,000.00","6,402,516.25","7,885,000.00",948.00,"2,411.00",0.00,0.00,"3,718.50",0.00,"20,284.50","126,093.00","115,128.00",0.00,"125,423.25","55,095.25","59,927.00","70,889.50","71,110.50","94,411.00","91,512.75","88,880.75","85,087.75","142,138.00","95,865.00","121,222.75","131,952.00","122,161.00","192,345.00","104,418.50","135,962.00","87,203.50","149,074.00","151,399.00","218,697.00","155,418.00","128,459.00","139,450.75","137,670.25","126,226.75","237,489.00","162,971.25","172,890.25","127,878.00","159,033.00","184,085.50","282,962.00","196,116.25","173,678.25","230,279.00","270,298.50","205,564.50","268,817.00","174,357.50","134,515.00","70,998.00",0.00,"162,392.22","162,392.22","162,392.22","162,392.22","162,392.22","162,392.22","162,392.22","162,392.22","162,392.22","20,953.77"
 ,06.601,FD&C Project Administration,"825,000.00","727,892.50","825,000.00","707,308.00","825,000.00",0.00,"1,463.00",0.00,0.00,"3,448.50",0.00,"7,210.50","18,601.00","25,630.00",0.00,"36,318.50","15,075.00","15,925.00","16,240.00","10,575.00","18,845.00","12,800.00","12,445.00","12,280.00","21,255.00","7,875.00","11,710.00","14,155.00","9,555.00","18,115.00","10,235.00","21,655.00","9,432.50","16,224.00","16,945.00","24,185.50","15,720.00","12,576.00","6,860.00","6,800.00","7,280.00","10,900.00","10,320.00","10,440.00","8,590.00","15,690.00","17,350.00","27,880.00","19,690.00","23,720.00","18,792.00","20,580.00","16,905.00","19,845.00","20,286.00","16,170.00","12,715.50",0.00,"12,892.06","12,892.06","12,892.06","12,892.06","12,892.06","12,892.06","12,892.06","12,892.06","12,892.06","1,663.46"
 ,06.602,FD&C Project Management,"2,500,000.00","2,468,157.00","2,500,000.00","2,432,969.00","2,500,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"3,160.00","54,461.00","51,260.00",0.00,"42,715.00","17,448.00","13,736.50","21,816.00","30,516.00","32,850.00","46,650.00","45,666.00","44,894.00","66,774.00","41,927.00","39,928.00","49,977.00","47,226.00","69,099.00","43,279.00","44,422.00","29,646.00","49,435.00","48,156.00","80,156.50","52,782.00","43,875.00","52,457.00","49,074.00","54,124.50","76,203.00","51,923.00","55,216.00","36,616.00","50,035.00","69,317.00","102,836.50","78,403.50","76,720.50","87,133.50","96,653.00","79,443.00","140,281.00","85,446.00","55,951.50","23,280.00",0.00,"7,342.62","7,342.62","7,342.62","7,342.62","7,342.62","7,342.62","7,342.62","7,342.62","7,342.62",947.42
 ,06.603,FD&C Project Engineering/Mechanical/Electrical/Civil,"500,000.00","444,754.00","500,000.00","440,566.00","500,000.00",948.00,948.00,0.00,0.00,0.00,0.00,"1,520.00","16,953.00","17,138.00",0.00,"13,393.00","9,065.00","8,104.00","9,427.00","15,294.00","22,684.00","12,572.00","7,146.00","8,368.00","17,464.00","10,340.00","17,185.00","10,195.00","9,622.00","20,514.00","5,534.00","9,821.00","10,120.00","10,257.00","6,568.00","6,531.00","9,235.00","6,643.00","7,946.00","7,338.00","4,284.00","10,032.00","5,618.00","9,042.00","3,382.00","4,956.00","6,960.00","12,466.00","5,592.00","7,106.00","7,346.00","11,435.00","10,564.00","13,392.00","6,044.00","9,232.00","4,242.00",0.00,"6,510.44","6,510.44","6,510.44","6,510.44","6,510.44","6,510.44","6,510.44","6,510.44","6,510.44",840.04
 ,06.604,FD&C Contracts Office,"250,000.00","204,179.25","250,000.00","200,989.75","250,000.00",0.00,0.00,0.00,0.00,126.00,0.00,"2,706.00","12,822.00","11,268.00",0.00,"20,750.25","9,816.25","10,399.50","4,667.50","4,852.00","6,117.75","4,574.50","5,567.50","5,695.75","8,879.25","6,185.00","5,098.75","4,923.00","4,305.00","4,383.00","1,122.00","2,214.00","2,283.00","3,537.00","2,811.00","3,846.00","2,163.00","2,010.00","2,299.75","1,250.25",906.25,"3,372.50","2,104.25","2,294.25","1,578.00","2,646.00","2,219.00","3,170.50","3,151.75","1,647.75","2,498.50","4,051.50","2,492.00","3,286.00","2,526.50","3,205.50","3,166.50",0.00,"5,368.61","5,368.61","5,368.61","5,368.61","5,368.61","5,368.61","5,368.61","5,368.61","5,368.61",692.76
 ,06.605,FD&C IOR/Construction Inspection,"2,335,000.00","2,023,339.00","2,335,000.00","1,996,658.00","2,335,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,264.00",0.00,"4,950.00","3,229.00","3,600.00","5,880.00","6,216.00","11,046.00","8,660.00","11,646.00","7,998.00","19,084.00","15,524.00","24,089.00","29,686.00","29,823.00","50,435.00","30,052.50","30,382.00","19,342.00","44,316.00","54,197.00","78,148.00","60,566.00","50,671.00","56,560.00","59,146.00","48,952.00","115,621.50","79,478.00","84,684.00","69,346.00","77,696.00","78,316.00","116,940.00","77,442.00","52,558.00","103,050.00","122,144.00","85,454.00","68,689.00","45,943.00","35,844.00","17,990.00",0.00,"37,062.20","37,062.20","37,062.20","37,062.20","37,062.20","37,062.20","37,062.20","37,062.20","37,062.20","4,782.20"
 ,06.606,Capital Planning/Campus Budget Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.607,FD&C Project Specialist,"850,000.00","636,373.50","850,000.00","624,025.50","850,000.00",0.00,0.00,0.00,0.00,144.00,0.00,"5,688.00","23,256.00","8,568.00",0.00,"7,296.50",462.00,"8,162.00","12,859.00","3,657.50","2,868.25","6,256.25","6,410.25","5,852.00","8,681.75","14,014.00","23,212.00","23,016.00","21,630.00","29,799.00","14,196.00","27,468.00","16,380.00","25,305.00","22,722.00","25,830.00","14,952.00","12,684.00","13,328.00","14,062.00","10,680.00","21,360.00","13,528.00","11,214.00","8,366.00","8,010.00","9,923.50","19,669.00","11,837.00","11,926.00","11,459.00","15,435.00","10,706.50","23,324.00","14,112.00","14,112.00","9,604.00",0.00,"24,753.39","24,753.39","24,753.39","24,753.39","24,753.39","24,753.39","24,753.39","24,753.39","24,753.39","3,193.99"
 ,06.608,FD&C Fiscal Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.609,Physcial/Community Planning Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
