 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021
 ,03.304,Heavy Custodial Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,03.305,Refuse Collection Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,03.306,"House Cleaning, Sterile Clean",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,03.307,Electrical/Data Support for Systems Furniture,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,03.399,"Other Furnishings & Equipment, Owner Furnished Owner Installed",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,04,"Site Development, Outside Five Feet of Building Perimeter",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.401,"Prime General Contractor, Site Hardscape Component",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.402,"Prime General Contractor, Site Landscape Component",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.403,"Prime General Contractor, Site Lighting Component",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.404,Site Signage,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.405,"Prime General Contractor, Other Site Development Component",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.406,Other Site Development/Specialty Contractors NOT Under Prime,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.407,Environmental Site Mitigation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.408,Offsite Site DeveIopment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.499,Other Site Development,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,05,External Design Consultant Fees,"4,218,525.05","4,261,025.05","4,268,525.05","4,089,890.11","4,115,950.11","12,895.00","12,791.00","81,504.10","106,586.31","17,190.00","9,829.29","35,415.00","51,071.63","48,069.71","25,551.68",0.00,"67,315.00","6,352.50",990.00,"3,655.00","2,800.00","27,917.00","32,292.00","47,245.00","209,551.50","5,226.00","167,253.30","(107,611.00)","63,112.31","200,082.69","125,673.60","101,187.00","74,457.00","19,755.00","53,962.00","89,600.00","64,292.00","52,037.00","140,418.00","73,835.00","55,257.00","59,160.00","65,085.00","149,685.00","43,339.47","75,220.00","59,410.00","149,438.03","156,283.08","41,762.50","120,555.36","67,635.72","100,485.51","105,142.00","27,507.00","174,113.00","3,000.00","8,650.00","82,270.83","8,300.00","147,902.50","58,114.00","113,313.71","54,713.10","27,070.68","43,410.00","9,050.00","90,890.00","5,875.00","20,150.00","44,800.00","26,060.00"
 ,05.501,Executive Architect/Engineer,"63,549.80","63,549.80","63,549.80","63,549.80","63,549.80","5,345.00",0.00,"76,891.80","5,562.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"(24,249.00)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.502,Interior/Graphic Designer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.503,Special Foundation Design (non-geotechnical),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.504,Foundation Design Contingency,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.505,Geotechnical Design Contingency (Unforeseen Soil Conditions),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.506,Project Management Consultants,"2,891,484.10","2,941,484.10","2,941,484.10","2,839,120.43","2,865,180.43","7,550.00","12,791.00",0.00,"32,841.10","6,460.00","9,829.29","35,415.00","2,475.00","37,839.71","2,145.00",0.00,"67,315.00","4,702.50",990.00,0.00,0.00,"27,917.00","27,917.00",0.00,"55,834.00",0.00,"69,070.00","(19,033.00)","50,183.00","95,492.00","60,708.40","52,975.00","57,762.00","14,115.00","51,117.00","82,065.00","64,292.00","52,037.00","140,418.00","70,960.00","26,532.00","57,285.00","50,835.00","149,685.00","8,000.00","62,770.00","58,660.00","74,240.00","111,525.00","26,815.00","107,015.00","66,852.00","88,942.00","95,452.00","27,507.00","174,113.00",0.00,0.00,"65,208.33",0.00,"54,877.50","55,014.00","78,537.00","27,572.60","27,000.00","42,160.00",0.00,"83,390.00",0.00,"20,150.00","24,800.00","26,060.00"
 ,05.507,Construction Management and/or Scheduling Consultants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.508,Building Code/Plan Review and Fire/Life Safety Consultant,"535,070.50","535,070.50","535,070.50","503,078.00","503,078.00",0.00,0.00,0.00,"1,720.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,655.00",0.00,0.00,"4,375.00","16,045.00","116,787.50","5,226.00","87,273.30","(33,009.00)","3,250.00","97,500.00","64,355.20","24,312.00","5,725.00",0.00,"1,625.00","7,535.00",0.00,0.00,0.00,"2,875.00","19,725.00","1,875.00","14,250.00",0.00,875.00,"12,450.00",750.00,"14,662.50",0.00,"1,000.00","6,675.00",625.00,0.00,0.00,0.00,0.00,0.00,"3,750.00",0.00,0.00,825.00,"2,600.00",0.00,"6,640.50",0.00,"1,250.00",0.00,0.00,"5,875.00",0.00,0.00,0.00
 ,05.509,Cost Estimating Consultants,"45,960.00","45,960.00","45,960.00","39,175.00","39,175.00",0.00,0.00,"4,455.00",0.00,"3,960.00",0.00,0.00,"29,040.00","10,230.00","3,960.00",0.00,0.00,"1,650.00",0.00,0.00,"2,800.00",0.00,0.00,0.00,0.00,0.00,"4,200.00","(29,040.00)","3,960.00",0.00,0.00,0.00,"3,960.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.510,Photographic Services,"35,000.00","27,500.00","35,000.00","27,500.00","27,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,500.00",0.00,0.00,"20,000.00",0.00
 ,05.511,Executive Architect/Engineer Reimbursable Costs,157.30,157.30,157.30,157.30,157.30,0.00,0.00,157.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.512,Executive A/E Additional Services/Design Change Authorizations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.513,Consulting IOR/Construction Inspection,"72,441.00","72,441.00","72,441.00","60,691.00","60,691.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,830.00",0.00,"6,710.00","1,220.00","5,719.31","7,090.69",610.00,"12,200.00","7,010.00","5,640.00","1,220.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"11,441.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.514,Medical Center Operational CostslWork Requests,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.515,Medical Center Equipment Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.516,Medical Center Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.599,Other External Design Consultants,"574,862.35","574,862.35","574,862.35","556,618.58","556,618.58",0.00,0.00,0.00,"66,463.21","6,770.00",0.00,0.00,"19,556.63",0.00,"19,446.68",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"31,200.00","35,100.00",0.00,0.00,"(3,500.00)",0.00,0.00,0.00,"11,700.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,000.00",0.00,0.00,0.00,"34,464.47",0.00,0.00,"60,535.53","44,758.08","13,947.50","6,865.36",158.72,102.51,"9,690.00",0.00,0.00,"3,000.00","4,900.00","17,062.50","8,300.00","92,200.00",500.00,"34,776.71","20,500.00",70.68,0.00,"9,050.00",0.00,0.00,0.00,0.00,0.00
,06,Internal FD&C Recharge Services,"5,836,706.92","5,224,891.00","5,891,123.92","5,224,891.00","5,273,651.50","12,609.50","22,962.50","18,681.50","30,899.00","51,044.00",0.00,"36,816.00","84,794.00",0.00,"41,792.50","51,502.00","60,001.50","80,492.50","151,442.60",0.00,"82,412.90","80,787.50","132,787.50","102,895.00","101,545.00","117,552.50","170,755.00","(128,889.00)",0.00,"120,205.00","107,232.50","148,635.00","121,237.50","141,332.75","125,709.50","250,899.25",0.00,"135,657.75","92,953.00","116,591.25","100,739.50","95,482.50","101,350.00","123,040.25","101,705.00","94,223.50","95,758.75","100,906.25","101,214.50","101,633.25","94,822.75","71,147.50","100,418.25","150,557.75","131,327.75","86,391.25","123,540.00","377,283.75","133,967.50","165,917.00","48,422.75",144.00,0.00,299.50,"1,172.75","5,006.50",178.75,485.25,0.00,"14,575.00","39,842.00","48,760.50"
 ,06.601,FD&C Project Administration,"613,544.00","627,129.00","627,129.00","627,129.00","634,130.50",824.00,"2,348.00","2,404.00","2,418.00","7,590.00",0.00,"4,830.00","6,270.00",0.00,"5,730.00","10,920.00","9,780.00","10,800.00","10,950.00",0.00,"8,310.00","6,580.00","8,310.00","6,645.00","7,345.00","8,570.00","8,615.00","(107,145.00)",0.00,"9,707.50","6,470.00","12,377.50","10,670.00","10,530.00","8,985.00","30,255.00",0.00,"34,590.00","19,660.00","21,705.00","17,930.00","13,120.00","14,065.00","15,405.00","15,525.00","10,315.00","9,700.00","13,930.00","5,990.00","12,220.00","12,670.00","6,600.00","13,560.00","23,050.00","13,920.00","9,640.00","22,255.00","101,250.00","28,595.00","44,385.00","18,000.00",0.00,0.00,0.00,0.00,"4,375.00",0.00,0.00,0.00,"5,643.00","7,942.00","7,001.50"
 ,06.602,FD&C Project Management,"2,352,990.00","2,385,722.00","2,385,722.00","2,385,722.00","2,415,610.00","9,520.00","11,536.00","6,608.00","9,072.00","16,284.00",0.00,"10,384.00","25,842.00",0.00,"15,458.00","16,402.00","29,028.00","38,586.00","70,328.00",0.00,"42,716.00","43,625.00","68,000.00","56,500.00","57,625.00","61,625.00","95,437.50","(25,222.00)",0.00,"66,875.00","60,000.00","66,750.00","59,750.00","64,070.00","58,900.00","116,265.00",0.00,"47,025.00","29,835.00","44,630.00","43,925.00","38,395.00","45,705.00","56,940.00","55,865.00","50,838.50","45,112.50","42,820.00","48,227.00","45,287.00","44,444.00","30,715.00","48,132.00","71,624.00","62,299.00","37,255.00","51,115.00","128,482.50","52,935.00","64,312.00","13,739.00",144.00,0.00,72.00,864.00,144.00,0.00,144.00,0.00,"6,952.00","25,780.00","29,888.00"
 ,06.603,FD&C Project Engineering/Mechanical/Electrical/Civil,"580,203.50","580,617.50","580,617.50","580,617.50","582,066.50","1,904.00","6,346.00","6,006.00","6,912.00","15,931.00",0.00,"9,824.00","31,846.00",0.00,"7,741.00","12,296.00","9,983.00","12,821.00","26,048.00",0.00,"13,718.00","13,662.50","30,012.50","16,975.00","15,900.00","21,662.50","31,537.50","11,070.00",0.00,"23,562.50","19,637.50","36,362.50","19,512.50","22,167.50","19,365.00","28,012.50",0.00,"8,990.00","9,970.00","9,370.00","7,270.00","10,350.00","11,180.00","12,600.00",0.00,0.00,"2,590.00",740.00,"1,480.00","2,220.00","2,220.00","1,480.00","1,110.00","2,220.00","1,572.50","1,110.00","1,295.00","8,245.00","5,875.00","6,625.00",875.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,414.00,"1,449.00"
 ,06.604,FD&C Contracts Office,"103,936.75","104,224.75","104,224.75","104,224.75","105,778.75",306.50,615.00,446.00,"1,717.00","1,027.00",0.00,"6,956.00","13,007.00",0.00,"9,396.50","7,937.00","7,809.50","7,507.50","3,412.10",0.00,"1,756.90",685.00,"1,555.00","2,635.00","2,100.00","1,905.00","1,245.00","(20,792.00)",0.00,"3,090.00","2,205.00","3,700.00","3,275.00",935.00,535.00,"1,269.75",0.00,833.75,470.50,"1,208.75",595.50,439.00,156.50,265.75,189.00,65.00,"1,511.25",341.25,292.50,818.75,113.75,292.50,81.25,916.25,906.25,731.25,"2,380.00","8,716.25","3,902.50","8,190.00","2,738.75",0.00,0.00,227.50,308.75,487.50,178.75,341.25,0.00,54.00,234.00,"1,554.00"
 ,06.605,FD&C IOR/Construction Inspection,"898,174.00","899,002.00","899,002.00","899,002.00","900,382.00",0.00,0.00,0.00,0.00,236.00,0.00,472.00,"1,652.00",0.00,944.00,"1,888.00",472.00,"2,832.00","1,888.00",0.00,"1,180.00",500.00,"2,500.00","3,250.00","4,250.00","6,750.00","3,500.00","1,500.00",0.00,"5,000.00","9,125.00","19,500.00","17,500.00","33,125.00","27,750.00","55,000.00",0.00,"32,375.00","26,875.00","31,960.00","24,215.00","27,225.00","24,605.00","27,970.00","22,125.00","21,110.00","22,350.00","22,470.00","24,100.00","21,100.00","16,980.00","17,110.00","24,210.00","37,700.00","39,175.00","29,335.00","39,085.00","99,390.00","29,335.00","27,325.00","9,235.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,828.00,"1,380.00"
