 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026
 ,04.408,Offsite Site DeveIopment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.499,Other Site Development,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,05,External Design Consultant Fees,"42,544,515.67","42,400,685.02","42,544,515.67","41,567,557.78","41,736,898.99",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,425.00",0.00,0.00,0.00,0.00,0.00,"168,989.46","42,312.00","102,814.89","107,434.25","70,111.58","110,832.93","306,062.74","128,542.18","318,679.04","38,629.32","131,458.58","326,831.93","238,149.10","500,102.75","99,047.89","354,203.72","1,684,363.17","281,036.84","516,737.98","923,367.03","758,052.04",0.00,"426,786.31","863,327.94","12,515.00","292,397.91","325,731.25","577,199.74","1,120,746.51","639,436.19","918,039.74","1,546,942.90","1,392,771.15","331,992.90","888,461.05","983,891.68","1,591,035.75","2,947,545.43","32,403.00","890,910.58","39,326.32","1,845,542.48","342,665.58","581,408.65","810,944.62","23,885.00","555,167.85","807,800.48","52,941.00","384,834.77","444,778.73","419,761.14","60,217.00","505,441.34","445,307.28","409,793.94","350,977.64","290,959.08","765,708.33","476,790.67","26,819.00","35,493.00","490,297.34","1,231,032.29","273,330.21","669,639.38","603,841.80","681,918.43","334,300.27","870,607.88","32,077.00","631,358.92","26,454.00","339,123.86","109,117.39","55,894.00","33,654.00","433,780.13","616,639.63","50,687.00","329,603.87","30,000.00","653,084.62","1,191.30","3,253.17","392,787.94",0.00,"169,341.21"
 ,05.501,Executive Architect/Engineer,"38,679,371.00","38,679,296.00","38,679,371.00","38,110,841.84","38,276,831.37",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,425.00",0.00,0.00,0.00,0.00,0.00,"128,481.46","15,300.00","72,427.89","61,841.25","45,331.58",0.00,"216,352.92","85,592.45","246,745.50","6,651.22","116,147.50","301,014.06","164,138.18","450,511.72","66,025.00","327,256.87","1,647,297.23","251,950.82","482,148.50","908,971.45","726,291.60",0.00,"414,271.31","849,651.85",0.00,"270,959.25","312,046.25","558,314.74","1,118,525.66","578,144.61","845,437.90","1,479,397.90","1,321,303.15","330,842.90","853,128.05","951,369.68","1,560,984.75","2,912,810.15",0.00,"862,613.80",0.00,"1,798,627.73","301,234.20","542,900.00","632,085.44",0.00,"480,303.69","744,635.05",0.00,"332,227.10","391,845.53","360,880.06",0.00,"461,088.11","417,368.78","369,674.95","317,890.12","248,850.45","720,353.00","437,052.75",0.00,0.00,"458,971.00","1,121,335.90","231,566.91","625,230.86","556,037.65","645,598.16","282,920.03","830,340.24",0.00,"576,760.09",0.00,"298,911.19","98,649.50",0.00,0.00,"423,629.39","577,057.04",0.00,"290,477.35",0.00,"616,193.77",0.00,0.00,"372,441.65",0.00,"165,989.53"
 ,05.502,Interior/Graphic Designer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.503,Special Foundation Design (non-geotechnical),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.504,Foundation Design Contingency,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.505,Geotechnical Design Contingency (Unforeseen Soil Conditions),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.506,Project Management Consultants,"1,794,010.00","1,781,863.30","1,794,010.00","1,781,863.30","1,781,863.30",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"40,508.00","27,012.00","30,387.00","17,768.00","24,780.00","27,130.00","33,500.00","28,749.00","61,898.00",0.00,"10,252.00",0.00,"72,196.00","30,628.00","27,808.00","26,774.00","30,158.00","28,278.00","27,526.00","14,113.00","25,030.00",0.00,"12,515.00","12,515.00","12,515.00","14,019.00","13,685.00","18,885.00",0.00,"58,722.68","31,287.00","30,215.00","62,378.00",0.00,"34,793.00","32,522.00","29,871.00","34,299.00","32,403.00","28,127.00","39,326.32","44,990.00","41,010.00","37,629.00","73,364.00",0.00,"36,870.00","37,434.00","36,111.00","35,909.00","35,373.00","31,060.00","39,977.00","25,494.00","12,198.00","13,308.00","31,796.00",0.00,"12,568.00","10,163.00","10,163.00","12,753.00","11,458.00","5,917.00","12,762.00","8,507.00","17,954.00","8,595.00","17,736.00",0.00,"6,385.00",0.00,"3,204.00","2,800.00","2,396.00","2,194.00","3,204.00","2,598.00","3,314.00","2,687.00","6,546.00",0.00,"1,672.00","1,191.30",0.00,0.00,0.00,0.00
 ,05.507,Construction Management and/or Scheduling Consultants,"134,225.00","134,225.00","134,225.00","134,225.00","134,225.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"90,300.00","16,625.00","27,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.508,Building Code/Plan Review and Fire/Life Safety Consultant,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.509,Cost Estimating Consultants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.510,Photographic Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.511,Executive Architect/Engineer Reimbursable Costs,"917,868.00","800,506.06","917,868.00","535,832.98","539,184.66",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"20,702.93","15,609.82","14,200.73","10,035.54","31,978.10","5,059.08","25,817.87","1,814.92","4,063.03","5,214.89",172.85,"6,907.94",808.02,"7,063.48",282.58,"5,767.20",0.00,0.00,"1,161.09",0.00,"7,419.66",0.00,0.00,0.00,0.00,34.84,0.00,0.00,0.00,0.00,0.00,0.00,436.28,0.00,169.78,0.00,"1,924.75",421.38,879.65,"7,715.18",0.00,"2,114.16","8,021.43",0.00,368.67,80.20,"11,261.08",0.00,"3,219.23",100.50,"8,755.99","1,291.52",492.63,"14,547.33","7,494.92",0.00,0.00,"5,618.34","75,699.39","2,571.30","13,797.52","8,394.15","9,485.27","13,964.24","22,555.64",0.00,"20,886.33",0.00,"13,412.67","8,071.89",0.00,0.00,"7,552.74","12,268.59",0.00,"32,580.52",0.00,"35,218.85",0.00,0.00,"20,346.29",0.00,"3,351.68"
 ,05.512,Executive A/E Additional Services/Design Change Authorizations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.513,Consulting IOR/Construction Inspection,"763,146.67","763,146.67","763,146.67","763,146.67","763,146.67",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,480.00","7,260.00","8,580.00","17,710.00","16,830.00","16,330.00","17,480.00","16,560.00","20,240.00","15,640.00","15,640.00","18,055.00",0.00,"41,616.00","18,240.00","22,080.00","16,656.00","22,740.00","14,250.00","28,080.00","26,430.00","22,104.00","21,456.00","18,240.00","19,680.00","17,712.00","25,692.00","33,712.50","23,250.00","24,000.00",0.00,"53,700.00","30,450.00",0.00,"24,000.00","48,000.00",0.00,"30,000.00",0.00,0.00,"3,253.17",0.00,0.00,0.00
 ,05.514,Medical Center Operational CostslWork Requests,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.515,Medical Center Equipment Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.516,Medical Center Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.599,Other External Design Consultants,"255,895.00","241,647.99","255,895.00","241,647.99","241,647.99",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"27,825.00",0.00,"63,000.00","40,600.00",0.00,0.00,0.00,0.00,0.00,0.00,"14,900.00",0.00,0.00,0.00,0.00,0.00,0.00,963.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,220.85","2,568.90","41,280.00","37,330.00","9,090.00","1,150.00",540.00,0.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,06,Internal FD&C Recharge Services,"8,881,281.25","8,528,407.75","9,234,154.75","8,528,407.75","8,583,109.75",472.00,"1,416.00","2,006.00",0.00,944.00,375.00,"1,625.00","1,375.00","3,250.00","3,750.00","7,515.00","16,110.00",0.00,"13,025.00","14,545.00","22,070.00","22,685.00","32,078.00","33,371.00","56,064.00",0.00,"38,005.00","48,193.25","65,651.75","52,258.75","58,790.00","69,213.25","87,668.25","86,350.25","81,164.75","88,939.25","83,973.75","73,397.50","80,093.75","72,317.00","57,017.25","80,159.00","106,595.00","91,554.50","59,532.75","61,753.00","164,940.50","51,727.25","85,556.00","63,560.00","69,039.50",0.00,"53,113.50","172,725.00","87,771.75","88,665.75","107,929.00",0.00,"220,492.25","135,217.25","96,987.50","139,577.50",0.00,0.00,"131,571.50",0.00,"261,330.50","420,207.50","223,274.00",0.00,"171,388.25","73,664.50","65,789.75","67,125.50","93,939.50","98,887.75","80,994.50","75,635.75","81,197.75","124,594.50","99,419.50","107,363.75","103,376.00","112,629.50","174,530.50","93,668.50","108,398.00","71,353.00","127,280.00","116,823.50","181,585.00","118,737.50","115,385.00","96,219.50","106,971.75","109,605.00","159,991.75","95,261.00","83,440.75","64,275.50","72,597.50","78,468.75","130,340.25","117,550.00","97,423.25","122,542.00","89,753.50","93,557.50","136,455.50","81,759.50","79,437.00","54,702.00"
 ,06.601,FD&C Project Administration,"1,449,990.00","1,352,055.75","1,449,990.00","1,352,055.75","1,375,943.25",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,675.00",0.00,"7,350.00","5,425.00","6,300.00","9,100.00","11,655.00","10,500.00","16,355.00",0.00,"18,170.00","10,010.00","12,785.00","13,155.00","13,340.00","9,380.00","16,005.00","15,005.00","15,675.00","7,550.00","16,790.00","14,490.00","23,500.00","23,200.00","13,800.00","19,520.00","28,250.00","28,360.00","21,090.00","15,225.00","43,050.00","25,525.00","25,815.00","19,380.00","16,340.00",0.00,"9,785.00","45,980.00","19,000.00","18,300.00","20,710.00",0.00,"47,584.50","31,204.25","25,756.50","24,150.50",0.00,0.00,"20,586.50",0.00,"52,712.00","31,487.50","20,075.00",0.00,"14,450.00","5,800.00","4,350.00","7,250.00","14,500.00","5,800.00","5,800.00","7,250.00","7,250.00","4,640.00","8,700.00","7,825.00","9,390.00","6,260.00","7,825.00","3,130.00","3,756.00","4,695.00","4,695.00","4,069.00","7,199.00","2,817.00","8,138.00","2,970.00","3,960.00",0.00,"5,940.00","3,300.00","2,640.00","3,630.00","4,950.00","2,310.00","13,200.00","23,075.00","23,075.00","37,820.00","12,642.00","20,874.00","49,686.00","39,396.00","36,897.00","23,887.50"
 ,06.602,FD&C Project Management,"4,570,000.00","4,380,760.75","4,570,000.00","4,380,760.75","4,390,306.75",472.00,"1,416.00","2,006.00",0.00,944.00,375.00,"1,625.00","1,375.00","3,250.00","3,750.00","7,500.00","5,375.00",0.00,"5,000.00","6,250.00","11,250.00","9,750.00","14,980.00","15,680.00","22,680.00",0.00,"15,000.00","29,460.00","40,460.00","28,975.00","29,635.00","44,140.00","52,355.00","43,767.00","51,741.00","60,843.00","49,257.50","44,782.50","49,285.00","42,302.00","33,013.50","51,024.00","61,690.00","48,332.00","28,884.00","35,358.00","82,247.00","13,336.00","32,128.00","27,460.00","32,823.00",0.00,"25,919.00","80,017.00","43,544.00","38,002.00","56,528.00",0.00,"110,446.00","68,006.00","36,430.00","65,801.00",0.00,0.00,"66,682.00",0.00,"134,303.00","241,514.00","125,454.00",0.00,"69,720.25","20,658.00","19,262.00","25,842.00","33,530.00","46,013.00","42,551.00","33,450.00","39,213.00","69,782.00","59,276.00","64,108.00","70,580.00","79,465.00","122,104.50","62,850.00","70,653.00","47,010.00","93,471.00","81,128.50","118,802.00","81,772.50","76,468.00","57,197.00","63,380.00","58,036.00","89,928.00","47,540.00","30,657.00","19,432.00","22,383.00","26,745.00","55,012.25","43,723.75","36,926.50","39,911.00","36,804.00","24,950.00","33,455.00","16,812.00","15,536.00","9,546.00"
 ,06.603,FD&C Project Engineering/Mechanical/Electrical/Civil,"208,905.50","208,905.50","208,905.50","208,905.50","208,905.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,625.00","2,000.00",375.00,"1,000.00",625.00,"3,000.00",0.00,750.00,"1,500.00",685.00,390.00,"1,435.00","2,515.00","5,120.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,481.00","2,532.50","7,195.50",0.00,"4,239.00",0.00,"4,339.50","2,448.00","2,051.50","10,190.00","5,796.00",0.00,"8,630.50","7,652.00","9,299.00","6,145.00",0.00,0.00,"8,086.00",0.00,"11,252.00","30,134.00","6,710.00",0.00,"3,150.00","2,064.00","2,064.00","1,204.00",0.00,375.00,0.00,"2,580.00","1,204.00","1,892.00","1,416.00",0.00,0.00,0.00,486.00,"1,234.00","1,583.00",0.00,"1,209.00","1,296.00","4,786.00","3,004.00","2,443.00","3,681.00","1,980.00",0.00,"2,522.00","1,980.00","2,178.00","1,584.00","1,386.00","1,782.00","3,460.00",740.00,792.00,816.00,"1,332.00","1,332.00",832.00,"1,317.00",0.00,0.00
