 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026
 ,05.508,Building Code/Plan Review and Fire/Life Safety Consultant,"122,124.00","115,334.00","122,124.00","115,334.00","115,334.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,150.00",0.00,"2,550.00",0.00,"12,000.00",0.00,0.00,0.00,"41,771.00",0.00,"26,903.00",0.00,0.00,0.00,0.00,"13,450.00",0.00,0.00,"3,382.50",0.00,"5,115.00",0.00,"1,567.50",0.00,"1,732.50",0.00,"2,392.50",0.00,0.00,"1,320.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.509,Cost Estimating Consultants,"52,480.00","52,480.00","52,480.00","52,480.00","52,480.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,000.00",0.00,0.00,"2,300.00",0.00,0.00,0.00,0.00,"7,700.00",0.00,0.00,"21,980.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.510,Photographic Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.511,Executive Architect/Engineer Reimbursable Costs,"125,000.00","125,000.00","125,000.00","114,293.29","114,293.29",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,648.96",78.83,0.00,0.00,0.00,0.00,0.00,0.00,694.86,0.00,866.26,0.00,"6,015.47",0.00,"1,639.63",0.00,"13,235.33",0.00,0.00,"9,403.59","11,048.96","2,678.47",566.59,"2,989.15",0.00,"1,646.89",174.80,626.41,"4,236.39","6,763.79",0.00,"7,365.30","2,829.24",0.00,"3,132.51","6,229.44",0.00,"5,604.93","2,288.04","1,581.90","3,076.53",0.00,"7,214.45",413.13,0.00,"4,872.06","3,927.32",768.85,153.30,521.91,0.00,0.00
 ,05.512,Executive A/E Additional Services/Design Change Authorizations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.513,Consulting IOR/Construction Inspection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.514,Medical Center Operational CostslWork Requests,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.515,Medical Center Equipment Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.516,Medical Center Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.599,Other External Design Consultants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,06,Internal FD&C Recharge Services,"2,994,673.00","2,921,374.00","2,994,673.00","2,921,374.00","2,945,483.00",280.00,140.00,560.00,0.00,420.00,"1,571.50",840.00,"3,134.00","3,429.00","2,760.00","1,840.00","2,120.00","2,000.00","1,500.00",375.00,"2,065.00","1,375.00","1,875.00","1,125.00",0.00,"36,184.50","11,815.75","2,038.00","1,770.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,160.00","2,764.75","10,562.50","3,704.50",0.00,"30,977.50","21,043.50","19,890.00","19,179.00",0.00,0.00,"14,454.50",0.00,"24,193.00","72,549.00","66,946.00",0.00,"52,877.75","48,630.50","45,755.25","36,975.00","58,966.75","57,490.00","60,074.00","43,205.25","58,606.75","118,556.50","68,401.50","66,220.75","74,244.50","66,339.50","96,665.00","46,334.00","68,338.50","40,301.00","68,877.50","64,975.00","87,526.50","74,516.00","56,023.00","61,623.50","75,649.25","72,409.00","105,984.75","53,180.50","58,899.75","29,594.00","57,581.25","58,005.25","113,419.50","71,702.50","52,825.25","53,857.50","48,956.00","42,903.50","75,550.50","31,206.00","31,483.50","24,109.00"
 ,06.601,FD&C Project Administration,"140,000.00","113,498.00","140,000.00","113,498.00","113,498.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,260.00","5,560.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,0.00,190.00,380.00,0.00,"8,968.00","5,956.50","5,852.00","4,180.00",0.00,0.00,"5,747.50",0.00,0.00,0.00,"11,000.00",0.00,0.00,"1,450.00","2,900.00","1,740.00","4,350.00","4,350.00","1,450.00",0.00,"1,450.00","2,030.00",0.00,"1,565.00","1,565.00",0.00,939.00,"1,565.00","1,252.00",0.00,0.00,626.00,"3,443.00",626.00,626.00,"1,565.00",330.00,660.00,990.00,0.00,"1,650.00",0.00,"1,650.00",0.00,"7,590.00","5,940.00",0.00,0.00,0.00,"2,352.00",0.00,0.00,0.00,0.00
 ,06.602,FD&C Project Management,"1,500,000.00","1,469,964.00","1,500,000.00","1,469,964.00","1,487,564.00",280.00,140.00,560.00,0.00,420.00,"1,540.00",840.00,"2,945.00","3,240.00","2,760.00","1,840.00","1,750.00","2,000.00","1,500.00",375.00,"2,000.00","1,375.00","1,875.00","1,125.00",0.00,"12,249.50","4,747.00","2,038.00","1,250.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.00,"4,320.00","1,872.00",0.00,"14,700.00","6,873.00","6,478.00","5,846.00",0.00,0.00,"4,819.00",0.00,"11,692.00","43,845.00","35,076.00",0.00,"25,553.50","32,839.50","29,111.00","23,400.00","37,536.00","31,103.00","32,594.50","25,051.00","33,032.00","62,091.50","35,555.50","31,624.50","29,781.50","35,368.00","45,162.00","12,755.00","31,124.00","16,127.00","27,854.50","26,800.00","39,217.50","28,471.00","22,098.00","22,426.00","27,757.00","27,508.00","48,211.00","23,550.00","33,315.50","14,873.50","26,759.50","27,404.00","53,576.50","38,280.00","31,937.00","37,890.00","38,711.00","27,649.00","54,227.00","18,570.00","20,482.00","17,600.00"
 ,06.603,FD&C Project Engineering/Mechanical/Electrical/Civil,"304,805.00","300,363.00","304,805.00","300,363.00","304,398.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,914.00","2,466.00","3,156.00","2,484.00",0.00,0.00,0.00,0.00,"1,311.00","4,467.00","7,556.00",0.00,"12,506.00","4,517.00","6,564.00","4,998.00","7,746.00","8,002.00","13,627.00","4,508.00","7,424.00","17,191.00","9,440.00","5,552.00","12,388.00","4,462.00","11,516.00","6,163.00","6,780.00","4,437.00","5,191.00","6,730.00","6,475.00","6,350.00","4,412.00","4,758.00","6,384.00","4,852.00","9,120.00","3,158.00","4,938.00","3,554.00","3,356.00","5,144.00","11,012.00","5,446.00","6,478.00","5,803.00","4,742.00","5,727.00","8,971.00","3,453.00","3,134.00","4,035.00"
 ,06.604,FD&C Contracts Office,"134,868.00","130,474.00","134,868.00","130,474.00","130,794.00",0.00,0.00,0.00,0.00,0.00,31.50,0.00,189.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,"12,800.00","1,508.75",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,780.00,"2,548.75","4,110.00","1,322.50",0.00,"1,325.50","2,400.00","2,352.00","3,987.00",0.00,0.00,"1,476.00",0.00,"6,150.00","12,531.00","3,450.00",0.00,"2,652.00","1,931.50",635.25,"1,050.75","2,763.25","7,001.50","2,910.00","3,302.25","5,661.25","5,461.50","2,075.00","3,036.25","2,583.00","2,677.50","2,469.00",837.00,166.50,294.00,294.00,"1,059.00","2,499.00",477.00,387.00,254.50,"1,072.25","1,005.50","1,282.75","1,355.50","1,066.25",827.50,"1,561.75","1,701.25","2,195.00","1,670.00","2,131.25","1,127.50",490.00,687.50,860.50,565.00,"1,180.50",320.00
 ,06.605,FD&C IOR/Construction Inspection,"670,000.00","666,272.50","670,000.00","666,272.50","666,466.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,875.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,812.50",0.00,0.00,0.00,0.00,0.00,414.00,0.00,0.00,0.00,0.00,0.00,690.00,828.00,0.00,0.00,0.00,0.00,300.00,450.00,450.00,"3,525.00","4,800.00","6,150.00","22,350.00","17,250.00","18,318.00","22,194.00","19,926.00","29,061.00","22,032.00","25,110.00","17,091.00","31,590.00","26,568.00","32,238.00","35,316.00","26,568.00","29,115.00","35,656.00","32,732.00","40,062.00","21,468.00","13,124.00","7,224.00","19,092.00","19,128.00","31,392.00","14,448.00","6,494.00","6,000.00","3,298.00","3,548.00","9,728.00","5,335.00","2,522.00",194.00
 ,06.606,Capital Planning/Campus Budget Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.607,FD&C Project Specialist,"245,000.00","240,802.50","245,000.00","240,802.50","242,762.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.00,130.00,0.00,"4,070.00","3,348.00","2,052.00","2,268.00",0.00,0.00,"2,412.00",0.00,"5,040.00","11,016.00","9,036.00",0.00,"12,166.25","7,892.50","6,545.00","5,486.25","6,121.50","6,583.50","5,967.50","5,544.00","4,889.50","9,432.50","4,081.00","6,125.00","5,733.00","3,906.00","7,518.00","2,982.00","3,906.00","2,352.00","3,948.00","3,192.00","3,654.00","3,276.00","1,932.00","3,505.00","4,450.00","5,651.50","6,319.00","3,649.00","4,806.00","3,115.00","5,162.00","4,628.00","7,654.00","5,918.50","5,785.00","3,037.00","1,715.00","2,940.00","1,764.00","3,283.00","4,165.00","1,960.00"
 ,06.608,FD&C Fiscal Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.609,Physcial/Community Planning Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.610,Auxiliary & Plant Services Offices,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.611,Environmental Health and Safety Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.612,UCSD Sustainablity Initiatives,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.699,Other UCSD Employee Recharge Services',0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,07,"Advertisement, Surveys, Soils Reports, Material Testing & Special Inspection, Reproduction Costs","506,218.26","504,695.26","506,218.26","504,695.26","504,695.26",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,998.50",0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,0.00,0.00,0.00,0.00,49.00,"16,700.00","18,550.00","15,780.00",0.00,0.00,0.00,0.00,0.00,0.00,134.97,0.00,0.00,0.00,0.00,0.00,"11,456.00",0.00,"8,773.00",605.00,"10,169.00","3,175.29","7,921.50",585.00,"110,962.76",0.00,"2,311.00","82,310.25",335.47,"47,462.72",277.91,"30,641.34","24,115.00","27,405.00","1,378.04","3,666.74","42,907.00","7,031.50","5,888.00","12,808.97",100.10,"5,862.50",661.25,0.00,0.00,"2,260.87",36.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.701,Publishing and Advertising Costs,175.00,175.00,175.00,175.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.702,Boundary and Topographic Surveys,"28,530.00","28,530.00","28,530.00","28,530.00","28,530.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,750.00","15,780.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.703,"Soils, Geology, Foundation Recommendations, Hydrology","190,395.75","190,331.75","190,395.75","190,331.75","190,331.75",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,998.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"16,700.00","5,800.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"11,456.00",0.00,"8,773.00",0.00,"10,169.00","2,342.75","7,621.50",0.00,"70,750.25",0.00,0.00,"18,436.25",0.00,"3,770.00",0.00,0.00,"4,345.00",0.00,"1,326.00","3,362.50","4,545.00","1,207.50",690.00,"11,304.75",0.00,"3,622.50",661.25,0.00,0.00,"1,450.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.704,Material & Workmanship Testing & Inspection,"282,536.00","281,077.00","282,536.00","281,077.00","281,077.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"40,124.00",0.00,"2,311.00","63,874.00",0.00,"43,438.00",0.00,"30,456.00","19,770.00","27,405.00",0.00,0.00,"38,362.00","5,824.00","5,198.00","1,265.00",0.00,"2,240.00",0.00,0.00,0.00,810.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.705,Air Balance Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
