 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026
 ,04.403,"Prime General Contractor, Site Lighting Component",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.404,Site Signage,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.405,"Prime General Contractor, Other Site Development Component",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.406,Other Site Development/Specialty Contractors NOT Under Prime,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.407,Environmental Site Mitigation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.408,Offsite Site DeveIopment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.499,Other Site Development,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,05,External Design Consultant Fees,"3,068,615.00","3,040,180.00","3,068,615.00","2,980,519.66","3,002,744.61",0.00,0.00,0.00,0.00,"8,652.50",592.50,0.00,0.00,"62,478.97","48,899.15","64,701.25","70,232.00","72,384.80","145,824.34","109,590.81","128,377.16","182,810.50","103,020.55","76,075.25","8,560.00","240,589.35","203,480.60","181,471.86","85,833.75","90,341.00",0.00,"64,493.66",0.00,"85,426.73",0.00,"155,565.62","74,731.99",0.00,"110,588.46","63,229.21","57,434.27","44,652.86","34,647.46","45,969.86","62,317.98","24,307.61",0.00,"49,032.93","63,795.18",0.00,"36,417.75","18,574.70",0.00,"33,171.26",0.00,0.00,"10,580.48","58,475.37",524.99,"2,664.95","22,224.95"
 ,05.501,Executive Architect/Engineer,"2,775,000.00","2,768,565.00","2,775,000.00","2,715,383.66","2,737,170.64",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"60,492.35","48,899.15","64,701.25","70,232.00","71,855.71","127,327.50","99,944.20","127,901.00","131,353.75","99,679.25","76,033.25",0.00,"190,637.50","192,304.00","179,412.00","81,773.75","90,340.00",0.00,"57,269.15",0.00,"78,932.85",0.00,"139,224.55","73,370.42",0.00,"99,299.70","62,361.67","56,433.07","44,652.86","34,040.00","44,578.46","61,956.83","9,058.61",0.00,"46,896.25","60,103.27",0.00,"16,324.69","18,574.70",0.00,"30,521.52",0.00,0.00,"10,580.48","55,127.98",524.99,"2,664.95","21,786.98"
 ,05.502,Interior/Graphic Designer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.503,Special Foundation Design (non-geotechnical),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.504,Foundation Design Contingency,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.505,Geotechnical Design Contingency (Unforeseen Soil Conditions),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.506,Project Management Consultants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.507,Construction Management and/or Scheduling Consultants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.508,Building Code/Plan Review and Fire/Life Safety Consultant,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.509,Cost Estimating Consultants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.510,Photographic Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.511,Executive Architect/Engineer Reimbursable Costs,"69,000.00","47,000.00","69,000.00","40,521.00","40,958.97",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,986.62",0.00,0.00,0.00,529.09,"1,376.84","1,086.61",476.16,96.75,"3,341.30",42.00,0.00,"1,582.85",26.60,"2,059.86",60.00,1.00,0.00,658.76,0.00,"2,617.13",0.00,"3,311.57","1,361.57",0.00,"2,007.85",867.54,752.11,0.00,607.46,"1,391.40",361.15,0.00,0.00,"2,136.68","3,691.91",0.00,"2,093.06",0.00,0.00,"2,649.74",0.00,0.00,0.00,"3,347.39",0.00,0.00,437.97
 ,05.512,Executive A/E Additional Services/Design Change Authorizations,"129,770.00","129,770.00","129,770.00","129,770.00","129,770.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"48,369.00","11,150.00",0.00,"4,000.00",0.00,0.00,"6,565.75",0.00,"3,876.75",0.00,"13,029.50",0.00,0.00,"9,280.91",0.00,249.09,0.00,0.00,0.00,0.00,"15,249.00",0.00,0.00,0.00,0.00,"18,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.513,Consulting IOR/Construction Inspection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.514,Medical Center Operational CostslWork Requests,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.515,Medical Center Equipment Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.516,Medical Center Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.599,Other External Design Consultants,"94,845.00","94,845.00","94,845.00","94,845.00","94,845.00",0.00,0.00,0.00,0.00,"8,652.50",592.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,120.00","8,560.00",0.00,"51,360.00",0.00,0.00,"8,560.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,06,Internal FD&C Recharge Services,"1,073,300.00","973,749.00","1,080,300.00","973,749.00","989,082.50",97.50,0.00,149.75,"1,530.00","4,470.00","6,231.00",0.00,0.00,"5,700.00",0.00,"13,192.00","36,945.00","23,247.00",0.00,"34,636.75","8,193.50","10,213.75","9,340.75","15,366.75","17,116.00","17,122.75","(56,336.00)","15,542.50","27,255.25","11,362.00","17,023.25","27,896.00","26,343.00","42,620.00","22,142.00","31,514.00","22,275.00","40,142.00","36,627.00","47,102.00","39,849.00","35,141.00","31,793.75","35,997.75","28,445.50","26,314.00","13,955.75","21,939.25","14,449.75","20,242.00","22,745.00","32,523.75","19,041.75","13,270.75","15,666.00","10,115.00","12,022.50","24,409.50","17,074.00","23,692.50","15,333.50"
 ,06.601,FD&C Project Administration,"29,400.00","28,931.00","29,400.00","28,931.00","28,931.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,900.00","1,450.00",0.00,0.00,0.00,"1,450.00",580.00,0.00,580.00,"1,450.00",0.00,0.00,0.00,0.00,626.00,0.00,0.00,0.00,0.00,0.00,"2,191.00",0.00,626.00,"4,205.00",0.00,"3,300.00","1,980.00",0.00,"2,640.00",0.00,"1,980.00","1,650.00",0.00,0.00,0.00,0.00,0.00,588.00,588.00,0.00,147.00,0.00
 ,06.602,FD&C Project Management,"460,000.00","384,496.00","460,000.00","384,496.00","391,868.00",0.00,0.00,0.00,828.00,"3,036.00","2,760.00",0.00,0.00,"2,484.00",0.00,"9,108.00","21,942.00","13,524.00",0.00,"11,976.00","1,954.00","5,700.00","6,000.00","7,200.00","7,800.00","8,700.00","(65,310.00)","10,050.00","15,000.00","6,600.00","6,480.00","12,960.00","11,016.00","15,714.00","5,832.00","5,994.00","3,606.00","6,732.00","11,070.00","14,643.00","11,040.00","10,044.00","7,378.50","6,317.00","6,892.00","10,643.50","8,096.00","11,058.50","8,861.00","12,740.00","15,421.00","25,474.00","12,473.00","9,255.50","11,823.00","4,188.00","10,010.00","19,400.00","10,476.00","9,506.00","7,372.00"
 ,06.603,FD&C Project Engineering/Mechanical/Electrical/Civil,"66,700.00","61,506.00","66,700.00","61,506.00","63,364.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,316.00,207.00,207.00,0.00,"4,371.00","2,364.00","1,376.00","1,204.00","4,667.00","3,423.00","1,548.00","2,660.00","1,032.00","4,010.00",0.00,"2,019.00","2,306.00",810.00,"1,782.00","3,932.00","4,013.00","2,418.00","5,303.00","1,296.00",511.00,"2,661.00","2,742.00",942.00,740.00,0.00,344.00,344.00,"1,204.00",172.00,0.00,0.00,0.00,0.00,0.00,194.00,0.00,0.00,388.00,0.00,0.00,"1,858.00"
 ,06.604,FD&C Contracts Office,"97,000.00","86,999.75","97,000.00","86,999.75","88,373.25",97.50,0.00,149.75,198.00,"1,434.00","2,454.00",0.00,0.00,"2,640.00",0.00,"2,940.00","2,988.00","8,304.00",0.00,"10,940.75",462.00,827.75,250.25,596.75,"1,193.50","1,559.25","1,424.50","1,127.75","1,366.75","1,374.00","1,775.25","2,940.00","2,562.00","1,806.00",924.00,903.00,21.00,528.00,231.00,"1,245.00",714.00,345.00,634.25,"1,211.75",845.50,"1,379.50","1,383.75","1,122.75","1,223.75","1,323.00","1,602.00","2,000.75",912.25,734.25,599.00,833.00,"1,327.50","1,497.50","1,911.00","10,135.50","1,373.50"
 ,06.605,FD&C IOR/Construction Inspection,"243,100.00","241,420.00","243,100.00","241,420.00","244,386.00",0.00,0.00,0.00,0.00,0.00,621.00,0.00,0.00,0.00,0.00,0.00,0.00,276.00,0.00,0.00,0.00,0.00,0.00,516.00,516.00,0.00,0.00,0.00,0.00,0.00,162.00,324.00,"2,673.00","8,748.00","7,128.00","14,094.00","10,854.00","21,384.00","22,518.00","28,512.00","25,434.00","21,384.00","17,032.00","24,080.00","12,780.00","5,470.00","1,462.00","2,710.00","1,256.00","1,084.00","1,402.00",688.00,"2,408.00",344.00,904.00,194.00,97.00,"1,164.00","1,649.00","1,552.00","2,966.00"
 ,06.606,Capital Planning/Campus Budget Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.607,FD&C Project Specialist,"184,100.00","170,396.25","184,100.00","170,396.25","172,160.25",0.00,0.00,0.00,504.00,0.00,396.00,0.00,0.00,576.00,0.00,828.00,"11,808.00",936.00,0.00,"4,449.00","1,963.50","2,310.00","1,886.50","2,387.00","2,733.50","4,735.50","4,889.50","2,752.75","5,428.50","3,388.00","6,587.00","9,366.00","9,282.00","13,944.00","4,326.00","6,510.00","5,376.00","6,195.00","1,512.00",0.00,0.00,0.00,"1,602.00","3,649.00","4,628.00","6,497.00","2,670.00","3,204.00","2,937.00","3,115.00","2,670.00","4,361.00","3,248.50","2,937.00","2,146.00","4,900.00",0.00,"1,372.00","3,038.00","2,352.00","1,764.00"
 ,06.608,FD&C Fiscal Office,"(7,000.00)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.609,Physcial/Community Planning Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.610,Auxiliary & Plant Services Offices,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.611,Environmental Health and Safety Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.612,UCSD Sustainablity Initiatives,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.699,Other UCSD Employee Recharge Services',0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,07,"Advertisement, Surveys, Soils Reports, Material Testing & Special Inspection, Reproduction Costs","176,742.71","175,932.71","176,742.71","175,932.71","175,932.71",0.00,0.00,0.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,"5,190.00",0.00,0.00,230.75,0.00,0.00,0.00,0.00,0.00,0.00,"13,830.00","1,076.75",0.00,"2,367.00",0.00,0.00,590.00,"1,143.15","2,083.00",0.00,"14,825.31","11,118.34",0.00,"28,585.08",0.00,"34,518.54",0.00,"13,237.93","7,064.77","2,255.20",0.00,"6,827.87",0.00,214.02,"5,450.00","10,750.00",0.00,"1,500.00","7,100.00","5,800.00",0.00,0.00,0.00,0.00,0.00,0.00
 ,07.701,Publishing and Advertising Costs,175.00,175.00,175.00,175.00,175.00,0.00,0.00,0.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.702,Boundary and Topographic Surveys,"6,000.00","5,190.00","6,000.00","5,190.00","5,190.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,190.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.703,"Soils, Geology, Foundation Recommendations, Hydrology","8,570.00","8,570.00","8,570.00","8,570.00","8,570.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,530.00",450.00,0.00,0.00,0.00,0.00,590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.704,Material & Workmanship Testing & Inspection,"151,971.22","151,971.22","151,971.22","151,971.22","151,971.22",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.00,"2,083.00",0.00,"14,825.31","11,118.34",0.00,"28,585.08",0.00,"34,518.54",0.00,"13,237.93","7,064.77","2,210.38",0.00,"6,827.87",0.00,0.00,"5,450.00","10,750.00",0.00,"1,500.00","7,100.00","5,800.00",0.00,0.00,0.00,0.00,0.00,0.00
 ,07.705,Air Balance Testing,"8,667.00","8,667.00","8,667.00","8,667.00","8,667.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,300.00",0.00,0.00,"2,367.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.706,Medical Gas Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.707,Construction Document Reproduction Costs,237.77,237.77,237.77,237.77,237.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
