

 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023
 ,07.707,Construction Document Reproduction Costs,45.21,0.00,45.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.708,Postal/Courier Services,965.14,0.00,965.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.709,"Meals, Travel & Entertainment Costs",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.799,"Other Surveys, Testing, or Reproduction Costs",89.65,89.65,89.65,89.65,89.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.86,0.00,54.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,08,Special Cost Items,"265,127.38","237,208.75","265,127.38","232,381.40","236,950.75",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"42,625.00","75,217.00","23,225.00","13,045.00","13,160.00","13,045.00","41,083.65",837.00,805.00,805.00,690.00,345.00,"2,171.75","5,327.00",0.00,"4,569.35"
 ,08.801,Loan Finance Charges/lnterest During Construction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.802,Detailed Project Program (DPP) & Predesign Study Costs,"103,000.00","102,900.00","103,000.00","102,900.00","102,900.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"40,728.00","62,172.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.803,"Environmental Review Costs, EIR Consultant & Related Costs",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.804,Coastal Commission Review,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.805,Air Pollution Control District/Air Quality Testing/Permit Fees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.806,Wind Tunnel Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.807,Value Engineering Sessions/Constructability and Peer Reviews,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.808,"Plan Check Fees including DSA, SFM, & EH&S Review Charges","30,000.00","18,640.00","30,000.00","18,640.00","18,640.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,920.00,0.00,115.00,0.00,"14,500.00",0.00,805.00,805.00,690.00,345.00,0.00,460.00,0.00,0.00
 ,08.809,OSHPD Fees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.810,Environmental Mitigation Monitoring Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.811,Hazardous Material Consultant,"3,000.00","2,992.00","3,000.00","2,734.00","2,734.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,897.00",0.00,0.00,0.00,0.00,0.00,0.00,837.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.812,Special Design Consultants (Other),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.813,Independent Seismic & Lateral Plan/Calc Review,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.814,Internal FD&C Special Recharge Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.815,Legal Fees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.816,"Interior Designer, Graphic Designer, Color Consultant",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.817,"Pre-Construction Services/CMAR or CMGC Delivery, Part 1","92,000.00","91,312.00","92,000.00","91,312.00","91,312.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,045.00","13,045.00","13,045.00","13,045.00","13,045.00","26,087.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.818,"Hazardous Materials Testing, Environmental Soils Sampling",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.819,Off-Site Environment Mitigation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.820,Parking Impact Charges,"10,000.00",0.00,"10,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.821,"LEED Consulting Serv,, USGBC Fees, and Other Sustainability Consult,",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.822,"Special Design Consult, (ADA, Acoustic, Lab, Light,, Roof,, Traffic)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.823,As-Built Building Survey/Documentation of Existing Conditions,"11,377.00","11,377.00","11,377.00","11,377.00","11,377.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,260.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,117.00",0.00,0.00,0.00
 ,08.824,"Building Commissioning Costs, Fundamental and Enhanced","15,000.00","9,933.00","15,000.00","5,363.65","9,933.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,496.65,0.00,0.00,0.00,0.00,0.00,0.00,"4,867.00",0.00,"4,569.35"
 ,08.825,BIM Modeling/Building Models,650.38,0.00,650.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.826,Art Work,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.827,Local Jurisdiction Fees/Potable & Reclaimed WaterlSewerlSDGE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.828,Other Campus Recharges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.899,Other Special Items,100.00,54.75,100.00,54.75,54.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.75,0.00,0.00,0.00
,09,"Construction Contingency, Potential Unknown Factors","110,950.70",0.00,"110,950.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,09.999,Project Contingency,"110,950.70",0.00,"110,950.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,"Total 
Schedule Percent Complete", ,"6,300,000.00","6,000,308.35","6,300,000.00","5,694,475.74","5,775,931.97","207.00
0","138.00
0","0.00
0","0.00
0","973.00
0","0.00
5.57","3,828.00
11.77","34,174.76
18.26","86,066.00
24.75","127,622.00
30.95","36,648.50
37.74","26,002.40
44.23","180,040.19
50.43","187,802.47
56.92","65,042.90
63.41","39,860.11
69.90","1,066,167.38
75.80","18,215.55
82.59","1,648,154.38
88.49","17,140.80
95.28","1,385,057.41
100","573,312.58
100","198,022.31
100","81,456.23
100"
